"Trending Date",Country,"Category ID","Comment Count",Title,Likes,"Channel ID",Dislikes,"Publish Date","Video ID",Views
2018-04-04,Canada,24,1638,"ELDERS READ BEYONCEâ€™S HIT SONGS (React)",7678,12347,141,2018-04-03,zfuiv0GS2yw,150613
2018-04-07,Denmark,24,357,"Naayagi Episode 41, 06/04/18",2920,15152,514,2018-04-06,zFGDD_Iv2kQ,425275
2018-04-05,India,24,372,"Super Singer 6 | 7th & 8th April 2018 - Promo",6851,15148,365,2018-04-04,zFFV2Gr8LYo,445522
2018-04-06,India,24,523,"Super Singer 6 | 7th & 8th April 2018 - Promo",8885,15148,536,2018-04-04,zFFV2Gr8LYo,669294
2018-04-07,India,24,528,"Super Singer 6 | 7th & 8th April 2018 - Promo",9553,15148,598,2018-04-04,zFFV2Gr8LYo,759329
2018-04-20,Canada,25,0,"PBS NewsHour full episode April 19, 2018",135,11735,18,2018-04-20,ZFePlZ0de98,19658
2018-04-17,US,26,3811,"Polished Foil Ball Challenge, Corinne VS Pin",41368,14397,2065,2018-04-16,zfeN12n3fxk,1044592
2018-04-18,Canada,26,4082,"Polished Foil Ball Challenge, Corinne VS Pin",44635,14397,2815,2018-04-16,zfeN12n3fxk,1226234
2018-04-19,US,26,4194,"Polished Foil Ball Challenge, Corinne VS Pin",46227,14397,3101,2018-04-16,zfeN12n3fxk,1319459
2018-04-20,US,26,4327,"Polished Foil Ball Challenge, Corinne VS Pin",47072,14397,3233,2018-04-16,zfeN12n3fxk,1368279
2018-04-21,US,26,4406,"Polished Foil Ball Challenge, Corinne VS Pin",47717,14397,3293,2018-04-16,zfeN12n3fxk,1404851
2018-04-22,US,26,4439,"Polished Foil Ball Challenge, Corinne VS Pin",48321,14397,3337,2018-04-16,zfeN12n3fxk,1438062
2018-04-23,US,26,4460,"Polished Foil Ball Challenge, Corinne VS Pin",48711,14397,3383,2018-04-16,zfeN12n3fxk,1461157
2018-04-24,US,26,4478,"Polished Foil Ball Challenge, Corinne VS Pin",48877,14397,3400,2018-04-16,zfeN12n3fxk,1471826
2018-04-25,US,26,4483,"Polished Foil Ball Challenge, Corinne VS Pin",49006,14397,3405,2018-04-16,zfeN12n3fxk,1478557
2018-04-26,US,26,4510,"Polished Foil Ball Challenge, Corinne VS Pin",49255,14397,3413,2018-04-16,zfeN12n3fxk,1488715
2018-04-27,US,26,4509,"Polished Foil Ball Challenge, Corinne VS Pin",49484,14397,3420,2018-04-16,zfeN12n3fxk,1500478
2018-04-28,US,26,4549,"Polished Foil Ball Challenge, Corinne VS Pin",49627,14397,3423,2018-04-16,zfeN12n3fxk,1508099
2018-04-29,US,26,4552,"Polished Foil Ball Challenge, Corinne VS Pin",49746,14397,3425,2018-04-16,zfeN12n3fxk,1514815
2018-04-30,US,26,4568,"Polished Foil Ball Challenge, Corinne VS Pin",50169,14397,3443,2018-04-16,zfeN12n3fxk,1534016
2018-04-19,Denmark,28,700,"Einsteins Ã„quivalenzprinzip | Harald Lesch",3573,14079,41,2018-04-18,ZExPIqL8goI,69187
2018-04-20,Canada,22,1164,"[ENGSUB] Run BTS! - EP.49 Behind the scene",13651,8220,48,2018-04-19,zetsrXQDlOo,305822
2018-05-04,Denmark,22,7,"Vorschau 4.5.18 Berlin Tag&Nacht",242,2739,8,2018-05-03,ZesdOBb8b7Q,41882
2018-04-22,Canada,26,937,"THE APRIL CARB COLLECTION! (15,000+ CALORIES)",6762,5540,152,2018-04-21,zeP9SVp2ui0,137185
2018-04-07,US,10,5882,"Halsey - Alone ft. Big Sean, Stefflon Don",95674,6683,1828,2018-04-06,ZEkImgh--PE,970186
2018-04-14,US,10,9981,"Halsey - Alone ft. Big Sean, Stefflon Don",244280,6683,7199,2018-04-06,ZEkImgh--PE,6627501
2018-04-15,US,10,10100,"Halsey - Alone ft. Big Sean, Stefflon Don",249398,6683,7395,2018-04-06,ZEkImgh--PE,7091799
2018-04-16,US,10,10256,"Halsey - Alone ft. Big Sean, Stefflon Don",255024,6683,7623,2018-04-06,ZEkImgh--PE,7613123
2018-04-17,US,10,10355,"Halsey - Alone ft. Big Sean, Stefflon Don",260564,6683,7923,2018-04-06,ZEkImgh--PE,8171539
2018-04-18,US,10,10452,"Halsey - Alone ft. Big Sean, Stefflon Don",265647,6683,8220,2018-04-06,ZEkImgh--PE,8750901
2018-04-19,US,10,10592,"Halsey - Alone ft. Big Sean, Stefflon Don",270164,6683,8494,2018-04-06,ZEkImgh--PE,9317151
2018-04-20,US,10,10682,"Halsey - Alone ft. Big Sean, Stefflon Don",274753,6683,8749,2018-04-06,ZEkImgh--PE,9876230
2018-04-21,US,10,10756,"Halsey - Alone ft. Big Sean, Stefflon Don",279616,6683,8942,2018-04-06,ZEkImgh--PE,10364332
2018-04-22,US,10,10800,"Halsey - Alone ft. Big Sean, Stefflon Don",284030,6683,9106,2018-04-06,ZEkImgh--PE,10831147
2018-04-23,US,10,10896,"Halsey - Alone ft. Big Sean, Stefflon Don",287706,6683,9273,2018-04-06,ZEkImgh--PE,11261856
2018-04-24,US,10,11033,"Halsey - Alone ft. Big Sean, Stefflon Don",290680,6683,9453,2018-04-06,ZEkImgh--PE,11681773
2018-04-25,US,10,11076,"Halsey - Alone ft. Big Sean, Stefflon Don",293849,6683,9663,2018-04-06,ZEkImgh--PE,12122117
2018-04-26,"Great Britain",10,11125,"Halsey - Alone ft. Big Sean, Stefflon Don",296964,6683,9836,2018-04-06,ZEkImgh--PE,12564823
2018-04-27,"Great Britain",10,11185,"Halsey - Alone ft. Big Sean, Stefflon Don",299513,6683,10017,2018-04-06,ZEkImgh--PE,12959613
2018-04-28,"Great Britain",10,11240,"Halsey - Alone ft. Big Sean, Stefflon Don",301969,6683,10162,2018-04-06,ZEkImgh--PE,13325016
2018-04-29,"Great Britain",10,11313,"Halsey - Alone ft. Big Sean, Stefflon Don",304346,6683,10304,2018-04-06,ZEkImgh--PE,13667453
2018-04-30,"Great Britain",10,11376,"Halsey - Alone ft. Big Sean, Stefflon Don",306743,6683,10501,2018-04-06,ZEkImgh--PE,14017670
2018-05-01,"Great Britain",10,11455,"Halsey - Alone ft. Big Sean, Stefflon Don",308510,6683,10658,2018-04-06,ZEkImgh--PE,14284427
2018-05-02,"Great Britain",10,11481,"Halsey - Alone ft. Big Sean, Stefflon Don",310513,6683,10804,2018-04-06,ZEkImgh--PE,14589448
2018-05-03,"Great Britain",10,11504,"Halsey - Alone ft. Big Sean, Stefflon Don",312424,6683,10937,2018-04-06,ZEkImgh--PE,14890066
2018-05-04,"Great Britain",10,11558,"Halsey - Alone ft. Big Sean, Stefflon Don",314466,6683,11064,2018-04-06,ZEkImgh--PE,15188805
2018-05-05,"Great Britain",10,11665,"Halsey - Alone ft. Big Sean, Stefflon Don",316582,6683,11189,2018-04-06,ZEkImgh--PE,15492234
2018-05-06,"Great Britain",10,11702,"Halsey - Alone ft. Big Sean, Stefflon Don",318542,6683,11294,2018-04-06,ZEkImgh--PE,15775912
2018-05-07,"Great Britain",10,11771,"Halsey - Alone ft. Big Sean, Stefflon Don",320135,6683,11411,2018-04-06,ZEkImgh--PE,16012936
2018-05-08,"Great Britain",10,11802,"Halsey - Alone ft. Big Sean, Stefflon Don",321659,6683,11502,2018-04-06,ZEkImgh--PE,16261355
2018-05-09,"Great Britain",10,11823,"Halsey - Alone ft. Big Sean, Stefflon Don",323132,6683,11610,2018-04-06,ZEkImgh--PE,16513301
2018-05-10,"Great Britain",10,11850,"Halsey - Alone ft. Big Sean, Stefflon Don",324545,6683,11695,2018-04-06,ZEkImgh--PE,16737811
2018-05-11,"Great Britain",10,11861,"Halsey - Alone ft. Big Sean, Stefflon Don",326073,6683,11772,2018-04-06,ZEkImgh--PE,16952482
2018-05-12,"Great Britain",10,11925,"Halsey - Alone ft. Big Sean, Stefflon Don",327508,6683,11837,2018-04-06,ZEkImgh--PE,17164692
2018-05-22,Denmark,20,209,"WIR LERNEN FLUGZEUG FLIEGEN!",2859,8974,71,2018-05-21,zei8TK7bhU8,49517
2018-04-19,India,24,1701,"PHONE PASSWORD | Sham Idrees",19676,13132,695,2018-04-18,ZEDNXm-oGCg,316586
2018-04-20,India,24,1930,"PHONE PASSWORD | Sham Idrees",24595,13132,1059,2018-04-18,ZEDNXm-oGCg,504981
2018-04-21,India,24,2058,"PHONE PASSWORD | Sham Idrees",26323,13132,1158,2018-04-18,ZEDNXm-oGCg,581627
2018-05-19,Denmark,20,40,"ðŸŽ‰GEBURTSTAGS LIVESTREAM! ðŸŽŠ",6711,5938,103,2018-05-18,zE8YrZPrf4U,81524
2018-05-08,India,43,301,"Priyamanaval Episode 1008, 07/05/18",2996,15152,734,2018-05-07,Ze79TNTf-Dk,493519
2018-05-22,Canada,22,1391,"Ø²Ø±Ù‚ ÙˆØ±Ù‚ ÙÙˆØ± | Ø§Ù„Ø­Ù„Ù‚Ø© Ø§Ù„Ø®Ø§Ù…Ø³Ø©",8473,1973,292,2018-05-21,zdyU4TKSMus,288451
2018-05-10,Canada,10,3150,"Can You Be Pro Black & Date Outside Your Race?",1648,6934,638,2018-05-09,ZdLfErCdykY,98924
2018-04-28,India,24,66,"Mogalirekulu | 27th Apr 2018 | Gemini TV",824,6324,61,2018-04-27,ZddIRXUIiFs,94240
2018-04-29,India,24,95,"Mogalirekulu | 27th Apr 2018 | Gemini TV",1055,6324,96,2018-04-27,ZddIRXUIiFs,154019
2018-05-01,India,24,2655,"VENGAI MAVAN PRANK | Fun Panrom | Black Sheep",17058,2871,429,2018-04-30,ZD8Lj8SfvAI,267623
2018-05-02,India,24,3087,"VENGAI MAVAN PRANK | Fun Panrom | Black Sheep",21319,2871,593,2018-04-30,ZD8Lj8SfvAI,424351
2018-05-03,India,24,3272,"VENGAI MAVAN PRANK | Fun Panrom | Black Sheep",23273,2871,670,2018-04-30,ZD8Lj8SfvAI,502888
2018-05-04,India,24,3395,"VENGAI MAVAN PRANK | Fun Panrom | Black Sheep",24401,2871,720,2018-04-30,ZD8Lj8SfvAI,551219
2018-04-04,Canada,26,353,"Meat Lovers Sandwich Roll",4547,13940,113,2018-04-03,zD3FfY7HJ8s,115243
2018-04-17,Denmark,23,842,"John Oliver - Alaska's Blockbusters",10163,3896,369,2018-04-16,zcg58MB04GI,728928
2018-04-18,Denmark,23,996,"John Oliver - Alaska's Blockbusters",12162,3896,482,2018-04-16,zcg58MB04GI,965275
2018-04-19,Canada,23,1008,"John Oliver - Alaska's Blockbusters",13450,3896,531,2018-04-16,zcg58MB04GI,1098749
2018-04-05,Canada,23,2138,"On Duty | Inanna Sarkis & King Bach",36182,7436,718,2018-04-04,ZCEgDAYzyRw,638442
2018-04-06,US,23,2998,"On Duty | Inanna Sarkis & King Bach",58619,7436,1508,2018-04-04,ZCEgDAYzyRw,1351193
2018-04-07,US,23,3290,"On Duty | Inanna Sarkis & King Bach",66887,7436,1917,2018-04-04,ZCEgDAYzyRw,1662032
2018-04-14,US,23,4060,"On Duty | Inanna Sarkis & King Bach",91690,7436,2743,2018-04-04,ZCEgDAYzyRw,2698598
2018-04-15,US,23,4130,"On Duty | Inanna Sarkis & King Bach",93174,7436,2790,2018-04-04,ZCEgDAYzyRw,2777912
2018-04-16,US,23,4154,"On Duty | Inanna Sarkis & King Bach",94549,7436,2827,2018-04-04,ZCEgDAYzyRw,2863907
2018-04-17,US,23,4177,"On Duty | Inanna Sarkis & King Bach",95311,7436,2854,2018-04-04,ZCEgDAYzyRw,2914450
2018-04-18,US,23,4191,"On Duty | Inanna Sarkis & King Bach",95925,7436,2869,2018-04-04,ZCEgDAYzyRw,2953198
2018-04-19,US,23,4160,"On Duty | Inanna Sarkis & King Bach",96662,7436,2899,2018-04-04,ZCEgDAYzyRw,2995470
2018-04-20,US,23,4191,"On Duty | Inanna Sarkis & King Bach",97274,7436,2933,2018-04-04,ZCEgDAYzyRw,3035145
2018-04-21,US,23,4198,"On Duty | Inanna Sarkis & King Bach",97972,7436,2965,2018-04-04,ZCEgDAYzyRw,3077615
2018-04-22,US,23,4197,"On Duty | Inanna Sarkis & King Bach",98611,7436,2997,2018-04-04,ZCEgDAYzyRw,3121631
2018-05-13,US,23,1235,"The Goblin - JACK AND DEAN",17665,7698,89,2018-05-11,zcEE8J2Bqa8,123615
2018-05-15,US,23,1407,"The Goblin - JACK AND DEAN",20572,7698,140,2018-05-11,zcEE8J2Bqa8,165617
2018-05-16,US,23,1445,"The Goblin - JACK AND DEAN",21108,7698,145,2018-05-11,zcEE8J2Bqa8,173986
2018-05-17,US,23,1457,"The Goblin - JACK AND DEAN",21386,7698,148,2018-05-11,zcEE8J2Bqa8,177962
2018-05-18,US,23,1475,"The Goblin - JACK AND DEAN",21571,7698,148,2018-05-11,zcEE8J2Bqa8,180624
2018-05-19,US,23,1479,"The Goblin - JACK AND DEAN",21734,7698,150,2018-05-11,zcEE8J2Bqa8,183436
2018-05-20,US,23,1488,"The Goblin - JACK AND DEAN",21913,7698,151,2018-05-11,zcEE8J2Bqa8,186600
2018-05-21,US,23,1509,"The Goblin - JACK AND DEAN",22168,7698,153,2018-05-11,zcEE8J2Bqa8,191263
2018-05-22,US,23,1515,"The Goblin - JACK AND DEAN",22369,7698,159,2018-05-11,zcEE8J2Bqa8,194854
2018-05-23,US,23,1515,"The Goblin - JACK AND DEAN",22550,7698,161,2018-05-11,zcEE8J2Bqa8,198029
2018-05-24,US,23,1520,"The Goblin - JACK AND DEAN",22643,7698,161,2018-05-11,zcEE8J2Bqa8,200816
2018-05-25,US,23,1520,"The Goblin - JACK AND DEAN",22741,7698,161,2018-05-11,zcEE8J2Bqa8,202596
2018-05-26,US,23,1521,"The Goblin - JACK AND DEAN",22834,7698,162,2018-05-11,zcEE8J2Bqa8,204539
2018-05-27,US,23,1523,"The Goblin - JACK AND DEAN",22917,7698,164,2018-05-11,zcEE8J2Bqa8,206126
2018-04-20,Canada,17,1425,"IBRA TV HUMILIE LES PARODIE BROS !",20173,15313,392,2018-04-19,z-bXxHMbi1Q,286584
2018-05-12,Denmark,24,13962,"Ð¯ÐŸÐžÐÐ˜Ð¯ | Ð“Ð¸Ðº-Ð¢Ñ€Ð¸Ð¿ | Ð¡Ñ‹ÐµÐ½Ð´ÑƒÐº",153237,4076,1427,2018-05-11,Zbw9d9avy6Q,1054070
2018-04-15,Canada,24,194,#WiiChallenge,7691,8529,79,2018-04-03,ZBJqnZy4qks,207954
2018-04-16,Canada,24,220,#WiiChallenge,12187,8529,190,2018-04-03,ZBJqnZy4qks,442171
2018-04-17,Canada,24,229,#WiiChallenge,12710,8529,200,2018-04-03,ZBJqnZy4qks,414601
2018-04-14,Canada,2,5950,"Here's Why the 2018 Audi RS3 Is the Best New Audi",20313,4740,807,2018-04-12,ZBiYn0l47XQ,872783
2018-04-19,Denmark,22,4102,"Day6 Tomfoolery in NY and Japan",22743,7730,17,2018-04-18,zb_lcTj81AQ,98947
2018-05-18,Denmark,24,1122,"Warum wir uns falsch an den Holocaust erinnern",4496,13259,206,2018-05-17,ZATa3PgnyYI,36035
2018-05-19,Denmark,24,1558,"Warum wir uns falsch an den Holocaust erinnern",6079,13259,346,2018-05-17,ZATa3PgnyYI,61103
2018-04-23,Denmark,24,25,"Neue KINO TRAILER 2018 (German Deutsch) KW 16",703,5901,25,2018-04-22,zAL96HHV5to,46909
2018-05-17,Canada,24,729,"DESTROY The Item Behind The Wall Challenge!",3803,12420,77,2018-05-16,zAbsICypApU,123317
2018-04-07,"Great Britain",17,10891,"UFC 223 Embedded: Vlog Series - Episode 5",15189,14890,481,2018-04-07,za0qXbofvc0,789579
2018-04-19,"Great Britain",17,17956,"UFC 223 Embedded: Vlog Series - Episode 5",30065,14890,1529,2018-04-07,za0qXbofvc0,4596744
2018-04-20,"Great Britain",17,17960,"UFC 223 Embedded: Vlog Series - Episode 5",30092,14890,1532,2018-04-07,za0qXbofvc0,4604736
2018-04-21,"Great Britain",17,17934,"UFC 223 Embedded: Vlog Series - Episode 5",30118,14890,1536,2018-04-07,za0qXbofvc0,4612037
2018-04-22,"Great Britain",17,17922,"UFC 223 Embedded: Vlog Series - Episode 5",30134,14890,1540,2018-04-07,za0qXbofvc0,4618608
2018-04-23,"Great Britain",17,17925,"UFC 223 Embedded: Vlog Series - Episode 5",30149,14890,1543,2018-04-07,za0qXbofvc0,4624785
2018-04-24,"Great Britain",17,17927,"UFC 223 Embedded: Vlog Series - Episode 5",30171,14890,1545,2018-04-07,za0qXbofvc0,4629859
2018-05-01,Denmark,22,114,"Seren Serengil ve YaÅŸar Ä°pek niÅŸanlandÄ±!",174,12782,57,2018-04-30,z9ZGgJ4EjPk,69516
2018-04-25,Canada,24,840,"The Untold Truth Of Avicii",7657,11152,464,2018-04-23,z9rzlLXjzPs,441022
2018-04-25,Canada,24,342,"Aisha Tyler on Life after The Talk",1089,15355,26,2018-04-24,z9dyFBQl9Oc,57220
2018-05-09,Denmark,10,1570,"Kontra K feat.  RAF Camora - FAME (Official Video)",31856,8658,358,2018-05-08,z8ynZbOPPGo,194894
2018-05-10,Denmark,10,4144,"Kontra K feat.  RAF Camora - FAME (Official Video)",96538,8658,1658,2018-05-08,z8ynZbOPPGo,1027684
2018-05-11,Denmark,10,5137,"Kontra K feat.  RAF Camora - FAME (Official Video)",123318,8658,2462,2018-05-08,z8ynZbOPPGo,1570234
2018-05-12,Denmark,10,5455,"Kontra K feat.  RAF Camora - FAME (Official Video)",133456,8658,2719,2018-05-08,z8ynZbOPPGo,1964966
2018-05-13,Denmark,10,5731,"Kontra K feat.  RAF Camora - FAME (Official Video)",140569,8658,2918,2018-05-08,z8ynZbOPPGo,2358052
2018-04-28,Denmark,22,1,"Sturm der Liebe Vorschau fÃ¼r Folge 2928 - 2932",42,13723,6,2018-04-27,z8bWdO9O1KI,7244
2018-04-29,Denmark,22,3,"Sturm der Liebe Vorschau fÃ¼r Folge 2928 - 2932",77,13723,28,2018-04-27,z8bWdO9O1KI,20246
2018-05-02,Denmark,24,414,"PÃ¶beln - Protzen - Pumpen | FIBO 2018",16729,6827,421,2018-05-01,z6RzpMajwC4,298150
2018-05-03,Denmark,24,650,"PÃ¶beln - Protzen - Pumpen | FIBO 2018",25779,6827,945,2018-05-01,z6RzpMajwC4,538014
2018-05-04,Denmark,24,732,"PÃ¶beln - Protzen - Pumpen | FIBO 2018",27870,6827,1119,2018-05-01,z6RzpMajwC4,614395
2018-05-05,Denmark,24,745,"PÃ¶beln - Protzen - Pumpen | FIBO 2018",28509,6827,1174,2018-05-01,z6RzpMajwC4,642785
2018-04-16,Denmark,22,18,"Die 10 Teuersten Waffen Der Welt",219,7500,28,2018-04-15,z6lgH0paRvI,10602
2018-05-14,Canada,26,464,"Crepe Triangle Pockets",11199,13940,134,2018-05-13,Z6jagREDl7k,270956
2018-05-18,Denmark,10,1372,"Sigrid - High Five (Official Video)",18768,13238,129,2018-05-17,z6A2LHGx8_A,150158
2018-05-19,Denmark,10,1673,"Sigrid - High Five (Official Video)",25688,13238,219,2018-05-17,z6A2LHGx8_A,299029
2018-05-21,US,10,2081,"Sigrid - High Five (Official Video)",34033,13238,434,2018-05-17,z6A2LHGx8_A,567903
2018-05-22,US,10,2229,"Sigrid - High Five (Official Video)",38067,13238,545,2018-05-17,z6A2LHGx8_A,755306
2018-05-23,US,10,2363,"Sigrid - High Five (Official Video)",41564,13238,679,2018-05-17,z6A2LHGx8_A,952293
2018-05-24,US,10,2467,"Sigrid - High Five (Official Video)",44172,13238,753,2018-05-17,z6A2LHGx8_A,1114794
2018-05-25,US,10,2556,"Sigrid - High Five (Official Video)",45920,13238,817,2018-05-17,z6A2LHGx8_A,1233903
2018-05-26,US,10,2614,"Sigrid - High Five (Official Video)",48179,13238,887,2018-05-17,z6A2LHGx8_A,1415084
2018-05-27,US,10,2652,"Sigrid - High Five (Official Video)",49964,13238,934,2018-05-17,z6A2LHGx8_A,1552008
2018-05-28,US,10,2688,"Sigrid - High Five (Official Video)",51650,13238,977,2018-05-17,z6A2LHGx8_A,1679216
2018-05-29,US,10,2788,"Sigrid - High Five (Official Video)",53376,13238,1037,2018-05-17,z6A2LHGx8_A,1822798
2018-05-30,US,10,2904,"Sigrid - High Five (Official Video)",54982,13238,1082,2018-05-17,z6A2LHGx8_A,1963462
2018-05-31,US,10,3008,"Sigrid - High Five (Official Video)",57495,13238,1159,2018-05-17,z6A2LHGx8_A,2212447
2018-05-24,Denmark,1,0,"DiriliÅŸ ErtuÄŸrul 119.BÃ¶lÃ¼m",4191,14712,355,2018-05-23,z5DZcK8bkhA,330301
2018-05-25,Denmark,1,0,"DiriliÅŸ ErtuÄŸrul 119.BÃ¶lÃ¼m",9043,14712,1114,2018-05-23,z5DZcK8bkhA,1280921
2018-05-26,Denmark,1,0,"DiriliÅŸ ErtuÄŸrul 119.BÃ¶lÃ¼m",10565,14712,1448,2018-05-23,z5DZcK8bkhA,1657131
2018-05-14,Denmark,22,7,"KÃ¶ln 50667 Folge 1356 Teil 2",136,8286,6,2018-05-09,Z5B_uu9BH44,20441
2018-04-20,Canada,22,206,"Humboldt Broncos BUS STRUCK TRUCK Trailers",49,2034,15,2018-04-10,z3SQYfO0PC0,26819
2018-04-24,Canada,24,1935,"NERF Build Your Weapon Challenge!",6176,2628,118,2018-04-23,z3i5B53LAo8,269197
2018-04-25,Canada,24,2213,"NERF Build Your Weapon Challenge!",8131,2628,175,2018-04-23,z3i5B53LAo8,445474
2018-05-25,Denmark,20,29,"HUND ðŸ• zerstÃ¶rt in FORTNITE... NICHT!",1780,4013,44,2018-05-24,z3dde74JoOw,19135
2018-05-20,Denmark,22,423,"AdÄ±nÄ± Sen Koy 350. BÃ¶lÃ¼m",1909,1536,245,2018-05-18,Z32UcJG7JNk,277742
2018-05-08,Denmark,24,5869,"ÐžÐ“Ð ÐžÐœÐÐ«Ð™ Ð¡Ð¢Ð•Ð™Ðš-Ð¡Ð•ÐÐ”Ð’Ð˜Ð§!",41393,11379,17540,2018-05-07,Z2qDe0n_XBM,726449
2018-04-21,Denmark,26,0,"GrÃ¼ÃŸe zum Wochenende",0,5212,0,2018-04-20,Z2qCAESvvKc,8463
2018-04-22,Denmark,26,0,"GrÃ¼ÃŸe zum Wochenende",0,5212,0,2018-04-20,Z2qCAESvvKc,23872
2018-04-17,Denmark,27,479,"BCAAÂ´s SINNLOS?",3268,14141,62,2018-04-16,z2mXRtgLFHY,38208
2018-04-02,Denmark,23,84,"Jet Sosyete 7. BÃ¶lÃ¼m Full HD Tek ParÃ§a",464,2673,39,2018-04-01,z2INxVZzUb4,53004
2018-04-03,Denmark,23,193,"Jet Sosyete 7. BÃ¶lÃ¼m Full HD Tek ParÃ§a",1016,2673,121,2018-04-01,z2INxVZzUb4,150652
2018-04-04,Denmark,23,276,"Jet Sosyete 7. BÃ¶lÃ¼m Full HD Tek ParÃ§a",1195,2673,146,2018-04-01,z2INxVZzUb4,198361
2018-04-21,Canada,26,243,"Creamy Ricotta Pasta Sauce - Food Wishes",2280,6011,28,2018-04-21,z2FyAvKZ2Zc,34088
2018-04-22,Canada,26,326,"Creamy Ricotta Pasta Sauce - Food Wishes",4263,6011,45,2018-04-21,z2FyAvKZ2Zc,87799
2018-05-18,Denmark,23,4044,"Ð§Ñ‚Ð¾ Ð¸ Ð³Ð´Ðµ Ð¾Ñ‚ÐºÑ€Ñ‹Ð» ÐŸopoÑˆÐµÐ½ÐºÐ¾",21122,4095,584,2018-05-17,z23zFQnaBHg,408909
2018-05-15,Denmark,24,1158,"NIKOLIJA - NEMA LIMITA (OFFICIAL VIDEO)",22035,7350,779,2018-05-14,Z0z3VxZX6js,713197
2018-05-15,Denmark,24,26,"Felix Lobrecht - Der Schlafsack",552,11943,22,2018-05-14,Z0IMCK81Ffg,15670
2018-05-16,Denmark,24,40,"Felix Lobrecht - Der Schlafsack",876,11943,46,2018-05-14,Z0IMCK81Ffg,34429
2018-05-10,Denmark,10,5061,"FORTNITE DANCE CHALLENGE - Big Marvel",56469,2803,1857,2018-05-09,z0DEnq9MGZY,547952
2018-05-07,Canada,24,156,"Ace a Job Interview",1364,4443,24,2018-05-06,z08WBje5-G8,74025
2018-05-24,India,26,750,"20 CRAZY MARKER HACKS THAT WORK MAGIC",14927,1114,1087,2018-05-23,Z_T5FAZjMEI,1178045
2018-05-25,India,26,885,"20 CRAZY MARKER HACKS THAT WORK MAGIC",18530,1114,1436,2018-05-23,Z_T5FAZjMEI,1673475
2018-05-09,Denmark,24,1336,"ASMR Magnetic Zen Garden",9540,2359,165,2018-05-08,z_M_2yBf824,203356
2018-05-10,Denmark,24,1667,"ASMR Magnetic Zen Garden",15097,2359,345,2018-05-08,z_M_2yBf824,421561
2018-05-11,Canada,24,1868,"ASMR Magnetic Zen Garden",17786,2359,447,2018-05-08,z_M_2yBf824,545746
2018-04-26,Canada,26,3865,"PROM Then vs. Now",50253,11194,1378,2018-04-24,z_g7JHlVqMs,1004314
2018-04-27,Canada,26,3991,"PROM Then vs. Now",54415,11194,1541,2018-04-24,z_g7JHlVqMs,1136993
2018-05-19,Denmark,22,179,"Was passiert, wenn du tÃ¤glich Haferflocken isst",1320,13445,44,2018-05-18,yZUULyCqpM4,32788
2018-05-20,Denmark,22,390,"Was passiert, wenn du tÃ¤glich Haferflocken isst",2891,13445,161,2018-05-18,yZUULyCqpM4,146931
2018-05-03,Denmark,25,126,"Hat Heiko Schrang einen Vogel?",718,12972,24,2018-05-02,yZsP86SFwSA,9394
2018-05-05,Denmark,10,32,"MADSEN - Mein Erstes Lied",545,9751,8,2018-05-04,Yz-nc9JCZqg,11953
2018-05-03,Denmark,22,21,"Duymayan KalmasÄ±n - 2 MayÄ±s 2018",123,4845,39,2018-05-02,YZFmM4uACZs,36174
2018-05-23,US,24,1158,"10 Mythical Heroes that Actually Existed",8597,10085,804,2018-05-21,Yz_VzJ4_OOo,284926
2018-05-24,US,24,1398,"10 Mythical Heroes that Actually Existed",9740,10085,1299,2018-05-21,Yz_VzJ4_OOo,378815
2018-05-25,US,24,1485,"10 Mythical Heroes that Actually Existed",10351,10085,1485,2018-05-21,Yz_VzJ4_OOo,426889
2018-05-26,US,24,1537,"10 Mythical Heroes that Actually Existed",10806,10085,1583,2018-05-21,Yz_VzJ4_OOo,468315
2018-05-27,US,24,1549,"10 Mythical Heroes that Actually Existed",11066,10085,1594,2018-05-21,Yz_VzJ4_OOo,486455
2018-04-25,India,24,22,"Shakti - 23rd April 2018 - à¤¶à¤•à¥à¤¤à¤¿",753,3839,105,2018-04-24,YyWQyvGK32s,245819
2018-04-22,US,10,2308,"Avicii In Memoriam: 1989-2018 | Billboard",33207,2825,115,2018-04-20,YywJykbEllU,475766
2018-04-23,US,10,3138,"Avicii In Memoriam: 1989-2018 | Billboard",46374,2825,209,2018-04-20,YywJykbEllU,758771
2018-04-24,US,10,3558,"Avicii In Memoriam: 1989-2018 | Billboard",55854,2825,268,2018-04-20,YywJykbEllU,945977
2018-04-25,US,10,3721,"Avicii In Memoriam: 1989-2018 | Billboard",59477,2825,283,2018-04-20,YywJykbEllU,1018831
2018-04-26,US,10,3828,"Avicii In Memoriam: 1989-2018 | Billboard",61664,2825,304,2018-04-20,YywJykbEllU,1072875
2018-04-27,US,10,3838,"Avicii In Memoriam: 1989-2018 | Billboard",62954,2825,317,2018-04-20,YywJykbEllU,1118769
2018-04-28,US,10,3868,"Avicii In Memoriam: 1989-2018 | Billboard",63706,2825,325,2018-04-20,YywJykbEllU,1160930
2018-04-29,US,10,3917,"Avicii In Memoriam: 1989-2018 | Billboard",64143,2825,332,2018-04-20,YywJykbEllU,1191934
2018-04-30,US,10,3931,"Avicii In Memoriam: 1989-2018 | Billboard",64428,2825,335,2018-04-20,YywJykbEllU,1214467
